Voxel,Best_Alpha
"(41, 28, 52)",5.0
"(41, 28, 53)",5.0
"(41, 28, 54)",5.0
"(41, 28, 55)",5.0
"(41, 28, 56)",5.0
"(41, 28, 57)",5.0
"(41, 28, 58)",5.0
"(41, 28, 59)",5.0
"(41, 28, 62)",5.0
"(41, 28, 63)",5.0
"(41, 28, 64)",5.0
"(41, 28, 65)",5.0
"(41, 28, 66)",5.0
"(41, 28, 67)",5.0
"(41, 29, 6)",5.0
"(41, 29, 7)",5.0
"(41, 29, 8)",5.0
"(41, 29, 9)",5.0
"(41, 29, 10)",5.0
"(41, 29, 11)",5.0
"(41, 29, 12)",5.0
"(41, 29, 13)",5.0
"(41, 29, 14)",5.0
"(41, 29, 15)",5.0
"(41, 29, 16)",5.0
"(41, 29, 17)",5.0
"(41, 29, 20)",5.0
"(41, 29, 21)",5.0
"(41, 29, 22)",5.0
"(41, 29, 23)",5.0
"(41, 29, 24)",5.0
"(41, 29, 25)",5.0
"(41, 29, 26)",5.0
"(41, 29, 27)",5.0
"(41, 29, 28)",5.0
"(41, 29, 29)",5.0
"(41, 29, 30)",5.0
"(41, 29, 31)",5.0
"(41, 29, 36)",5.0
"(41, 29, 37)",5.0
"(41, 29, 38)",5.0
"(41, 29, 39)",5.0
"(41, 29, 40)",5.0
"(41, 29, 41)",5.0
"(41, 29, 42)",5.0
"(41, 29, 43)",5.0
"(41, 29, 44)",5.0
"(41, 29, 45)",5.0
"(41, 29, 46)",5.0
"(41, 29, 47)",5.0
"(41, 29, 48)",5.0
"(41, 29, 49)",5.0
"(41, 29, 50)",5.0
"(41, 29, 51)",5.0
"(41, 29, 52)",5.0
"(41, 29, 53)",5.0
"(41, 29, 54)",5.0
"(41, 29, 55)",5.0
"(41, 29, 56)",5.0
"(41, 29, 57)",5.0
"(41, 29, 58)",5.0
"(41, 29, 64)",5.0
"(41, 29, 65)",5.0
"(41, 29, 66)",5.0
"(41, 29, 67)",5.0
"(41, 30, 5)",5.0
"(41, 30, 6)",5.0
"(41, 30, 7)",5.0
"(41, 30, 8)",5.0
"(41, 30, 9)",5.0
"(41, 30, 10)",5.0
"(41, 30, 11)",5.0
"(41, 30, 12)",5.0
"(41, 30, 13)",5.0
"(41, 30, 14)",5.0
"(41, 30, 15)",5.0
"(41, 30, 16)",5.0
"(41, 30, 20)",5.0
"(41, 30, 21)",5.0
"(41, 30, 22)",5.0
"(41, 30, 23)",5.0
"(41, 30, 24)",5.0
"(41, 30, 25)",5.0
"(41, 30, 26)",5.0
"(41, 30, 27)",5.0
"(41, 30, 28)",5.0
"(41, 30, 29)",5.0
"(41, 30, 30)",5.0
"(41, 30, 31)",5.0
"(41, 30, 36)",5.0
"(41, 30, 37)",5.0
"(41, 30, 38)",5.0
"(41, 30, 39)",5.0
"(41, 30, 40)",5.0
"(41, 30, 41)",5.0
"(41, 30, 42)",5.0
"(41, 30, 43)",5.0
"(41, 30, 44)",5.0
"(41, 30, 45)",5.0
"(41, 30, 46)",5.0
"(41, 30, 47)",5.0
"(41, 30, 48)",5.0
"(41, 30, 49)",5.0
"(41, 30, 50)",5.0
"(41, 30, 51)",5.0
"(41, 30, 52)",5.0
"(41, 30, 53)",5.0
"(41, 30, 54)",5.0
"(41, 30, 55)",5.0
"(41, 30, 56)",5.0
"(41, 30, 57)",5.0
"(41, 30, 66)",5.0
"(41, 30, 67)",5.0
"(41, 31, 4)",5.0
"(41, 31, 5)",5.0
"(41, 31, 6)",5.0
"(41, 31, 7)",5.0
"(41, 31, 8)",5.0
"(41, 31, 9)",5.0
"(41, 31, 10)",5.0
"(41, 31, 11)",5.0
"(41, 31, 12)",5.0
"(41, 31, 13)",5.0
"(41, 31, 14)",5.0
"(41, 31, 15)",5.0
"(41, 31, 16)",5.0
"(41, 31, 21)",5.0
"(41, 31, 22)",5.0
"(41, 31, 23)",5.0
"(41, 31, 24)",5.0
"(41, 31, 25)",5.0
"(41, 31, 26)",5.0
"(41, 31, 27)",5.0
"(41, 31, 28)",5.0
"(41, 31, 29)",5.0
"(41, 31, 30)",5.0
"(41, 31, 31)",5.0
"(41, 31, 36)",5.0
"(41, 31, 37)",5.0
"(41, 31, 38)",5.0
"(41, 31, 39)",5.0
"(41, 31, 40)",5.0
"(41, 31, 41)",5.0
"(41, 31, 42)",5.0
"(41, 31, 43)",5.0
"(41, 31, 44)",5.0
"(41, 31, 45)",5.0
"(41, 31, 46)",5.0
"(41, 31, 47)",5.0
"(41, 31, 48)",5.0
"(41, 31, 49)",5.0
"(41, 31, 50)",5.0
"(41, 31, 51)",5.0
"(41, 31, 52)",5.0
"(41, 31, 53)",5.0
"(41, 31, 54)",5.0
"(41, 31, 55)",5.0
"(41, 31, 56)",5.0
"(41, 32, 4)",5.0
"(41, 32, 5)",5.0
"(41, 32, 6)",5.0
"(41, 32, 7)",5.0
"(41, 32, 8)",5.0
"(41, 32, 9)",5.0
"(41, 32, 10)",5.0
"(41, 32, 11)",5.0
"(41, 32, 12)",5.0
"(41, 32, 13)",5.0
"(41, 32, 14)",5.0
"(41, 32, 15)",5.0
"(41, 32, 16)",5.0
"(41, 32, 17)",5.0
"(41, 32, 21)",5.0
"(41, 32, 22)",5.0
"(41, 32, 23)",5.0
"(41, 32, 24)",5.0
"(41, 32, 25)",5.0
"(41, 32, 26)",5.0
"(41, 32, 27)",5.0
"(41, 32, 28)",5.0
"(41, 32, 29)",5.0
"(41, 32, 30)",5.0
"(41, 32, 31)",5.0
"(41, 32, 37)",5.0
"(41, 32, 38)",5.0
"(41, 32, 39)",5.0
"(41, 32, 40)",5.0
"(41, 32, 41)",5.0
"(41, 32, 42)",5.0
"(41, 32, 43)",5.0
"(41, 32, 44)",5.0
"(41, 32, 45)",5.0
"(41, 32, 46)",5.0
"(41, 32, 47)",5.0
"(41, 32, 48)",5.0
"(41, 32, 49)",5.0
"(41, 32, 50)",5.0
"(41, 32, 51)",5.0
"(41, 32, 52)",5.0
"(41, 32, 53)",5.0
"(41, 32, 54)",5.0
"(41, 32, 55)",5.0
"(41, 32, 56)",5.0
"(41, 33, 3)",5.0
"(41, 33, 4)",5.0
"(41, 33, 5)",5.0
"(41, 33, 6)",5.0
"(41, 33, 7)",5.0
"(41, 33, 8)",5.0
"(41, 33, 9)",5.0
"(41, 33, 10)",5.0
"(41, 33, 11)",5.0
"(41, 33, 12)",5.0
"(41, 33, 13)",5.0
"(41, 33, 14)",5.0
"(41, 33, 15)",5.0
"(41, 33, 16)",5.0
"(41, 33, 17)",5.0
"(41, 33, 20)",5.0
"(41, 33, 21)",5.0
"(41, 33, 22)",5.0
"(41, 33, 23)",5.0
"(41, 33, 24)",5.0
"(41, 33, 25)",5.0
"(41, 33, 26)",5.0
"(41, 33, 27)",5.0
"(41, 33, 28)",5.0
"(41, 33, 29)",5.0
"(41, 33, 30)",5.0
"(41, 33, 31)",5.0
"(41, 33, 37)",5.0
"(41, 33, 38)",5.0
"(41, 33, 39)",5.0
"(41, 33, 40)",5.0
"(41, 33, 44)",5.0
"(41, 33, 45)",5.0
"(41, 33, 46)",5.0
"(41, 33, 47)",5.0
"(41, 33, 48)",5.0
"(41, 33, 49)",5.0
"(41, 33, 50)",5.0
"(41, 33, 51)",5.0
"(41, 33, 52)",5.0
"(41, 33, 53)",5.0
"(41, 33, 54)",5.0
"(41, 33, 55)",5.0
"(41, 33, 56)",5.0
"(41, 33, 57)",5.0
"(41, 34, 3)",5.0
"(41, 34, 4)",5.0
"(41, 34, 5)",5.0
"(41, 34, 6)",5.0
"(41, 34, 7)",5.0
"(41, 34, 8)",5.0
"(41, 34, 9)",5.0
"(41, 34, 10)",5.0
"(41, 34, 11)",5.0
"(41, 34, 12)",5.0
"(41, 34, 13)",5.0
"(41, 34, 14)",5.0
"(41, 34, 15)",5.0
"(41, 34, 16)",5.0
"(41, 34, 17)",5.0
"(41, 34, 18)",5.0
"(41, 34, 19)",5.0
"(41, 34, 20)",5.0
"(41, 34, 21)",5.0
"(41, 34, 22)",5.0
"(41, 34, 23)",5.0
"(41, 34, 24)",5.0
"(41, 34, 25)",5.0
"(41, 34, 26)",5.0
"(41, 34, 27)",5.0
"(41, 34, 28)",5.0
"(41, 34, 29)",5.0
"(41, 34, 30)",5.0
"(41, 34, 31)",5.0
"(41, 34, 46)",5.0
"(41, 34, 47)",5.0
"(41, 34, 48)",5.0
"(41, 34, 50)",5.0
"(41, 34, 51)",5.0
"(41, 34, 52)",5.0
"(41, 34, 53)",5.0
"(41, 34, 54)",5.0
"(41, 34, 55)",5.0
"(41, 34, 56)",5.0
"(41, 34, 57)",5.0
"(41, 34, 58)",5.0
"(41, 35, 3)",5.0
"(41, 35, 4)",5.0
"(41, 35, 5)",5.0
"(41, 35, 6)",5.0
"(41, 35, 7)",5.0
"(41, 35, 8)",5.0
"(41, 35, 9)",5.0
"(41, 35, 10)",5.0
"(41, 35, 11)",5.0
"(41, 35, 12)",5.0
"(41, 35, 13)",5.0
"(41, 35, 14)",5.0
"(41, 35, 15)",5.0
"(41, 35, 16)",5.0
"(41, 35, 17)",5.0
"(41, 35, 18)",5.0
"(41, 35, 19)",5.0
"(41, 35, 20)",5.0
"(41, 35, 21)",5.0
"(41, 35, 22)",5.0
"(41, 35, 23)",5.0
"(41, 35, 24)",5.0
"(41, 35, 25)",5.0
"(41, 35, 26)",5.0
"(41, 35, 27)",5.0
"(41, 35, 28)",5.0
"(41, 35, 29)",5.0
"(41, 35, 30)",5.0
"(41, 35, 31)",5.0
"(41, 35, 50)",5.0
"(41, 35, 51)",5.0
"(41, 35, 52)",5.0
"(41, 35, 53)",5.0
"(41, 35, 54)",5.0
"(41, 35, 55)",5.0
"(41, 35, 56)",5.0
"(41, 35, 57)",5.0
"(41, 35, 58)",5.0
"(41, 35, 59)",5.0
"(41, 36, 3)",5.0
"(41, 36, 4)",5.0
"(41, 36, 5)",5.0
"(41, 36, 6)",5.0
"(41, 36, 7)",5.0
"(41, 36, 8)",5.0
"(41, 36, 9)",5.0
"(41, 36, 10)",5.0
"(41, 36, 11)",5.0
"(41, 36, 12)",5.0
"(41, 36, 13)",5.0
"(41, 36, 14)",5.0
"(41, 36, 15)",5.0
"(41, 36, 16)",5.0
"(41, 36, 17)",5.0
"(41, 36, 18)",5.0
"(41, 36, 19)",5.0
"(41, 36, 20)",5.0
"(41, 36, 21)",5.0
"(41, 36, 22)",5.0
"(41, 36, 23)",5.0
"(41, 36, 24)",5.0
"(41, 36, 25)",5.0
"(41, 36, 26)",5.0
"(41, 36, 27)",5.0
"(41, 36, 28)",5.0
"(41, 36, 29)",5.0
"(41, 36, 30)",5.0
"(41, 36, 31)",5.0
"(41, 36, 51)",5.0
"(41, 36, 52)",5.0
"(41, 36, 53)",5.0
"(41, 36, 54)",5.0
"(41, 36, 55)",5.0
"(41, 36, 56)",5.0
"(41, 36, 57)",5.0
"(41, 36, 58)",5.0
"(41, 37, 4)",5.0
"(41, 37, 5)",5.0
"(41, 37, 6)",5.0
"(41, 37, 7)",5.0
"(41, 37, 8)",5.0
"(41, 37, 9)",5.0
"(41, 37, 10)",5.0
"(41, 37, 11)",5.0
"(41, 37, 12)",5.0
"(41, 37, 13)",5.0
"(41, 37, 14)",5.0
"(41, 37, 15)",5.0
"(41, 37, 16)",5.0
"(41, 37, 17)",5.0
"(41, 37, 18)",5.0
"(41, 37, 19)",5.0
"(41, 37, 20)",5.0
"(41, 37, 21)",5.0
"(41, 37, 22)",5.0
"(41, 37, 23)",5.0
"(41, 37, 24)",5.0
"(41, 37, 25)",5.0
"(41, 37, 26)",5.0
"(41, 37, 27)",5.0
"(41, 37, 28)",5.0
"(41, 37, 29)",5.0
"(41, 37, 30)",5.0
"(41, 37, 31)",5.0
"(41, 37, 52)",5.0
"(41, 37, 53)",5.0
"(41, 37, 54)",5.0
"(41, 37, 55)",5.0
"(41, 37, 56)",5.0
"(41, 37, 57)",5.0
"(41, 38, 6)",5.0
"(41, 38, 7)",5.0
"(41, 38, 8)",5.0
"(41, 38, 9)",5.0
"(41, 38, 10)",5.0
"(41, 38, 11)",5.0
"(41, 38, 12)",5.0
"(41, 38, 13)",5.0
"(41, 38, 14)",5.0
"(41, 38, 15)",5.0
"(41, 38, 16)",5.0
"(41, 38, 17)",5.0
"(41, 38, 18)",5.0
"(41, 38, 19)",5.0
"(41, 38, 20)",5.0
"(41, 38, 21)",5.0
"(41, 38, 22)",5.0
"(41, 38, 23)",5.0
"(41, 38, 24)",5.0
"(41, 38, 25)",5.0
"(41, 38, 26)",5.0
"(41, 38, 27)",5.0
"(41, 38, 28)",5.0
"(41, 38, 29)",5.0
"(41, 38, 30)",5.0
"(41, 38, 31)",5.0
"(41, 38, 53)",5.0
"(41, 38, 54)",5.0
"(41, 38, 55)",5.0
"(41, 38, 56)",5.0
"(41, 38, 57)",5.0
"(41, 39, 6)",5.0
"(41, 39, 7)",5.0
"(41, 39, 8)",5.0
"(41, 39, 9)",5.0
"(41, 39, 10)",5.0
"(41, 39, 11)",5.0
"(41, 39, 12)",5.0
"(41, 39, 13)",5.0
"(41, 39, 14)",5.0
"(41, 39, 15)",5.0
"(41, 39, 16)",5.0
"(41, 39, 17)",5.0
"(41, 39, 18)",5.0
"(41, 39, 19)",5.0
"(41, 39, 20)",5.0
"(41, 39, 21)",5.0
"(41, 39, 22)",5.0
"(41, 39, 23)",5.0
"(41, 39, 24)",5.0
"(41, 39, 25)",5.0
"(41, 39, 26)",5.0
"(41, 39, 27)",5.0
"(41, 39, 28)",5.0
"(41, 39, 29)",5.0
"(41, 39, 30)",5.0
"(41, 39, 31)",5.0
"(41, 39, 34)",5.0
"(41, 39, 35)",5.0
"(41, 39, 36)",5.0
"(41, 39, 37)",5.0
"(41, 39, 38)",5.0
"(41, 39, 40)",5.0
"(41, 39, 41)",5.0
"(41, 39, 42)",5.0
"(41, 39, 53)",5.0
"(41, 39, 54)",5.0
"(41, 39, 55)",5.0
"(41, 39, 56)",5.0
"(41, 39, 57)",5.0
"(41, 40, 9)",5.0
"(41, 40, 10)",5.0
"(41, 40, 11)",5.0
"(41, 40, 12)",5.0
"(41, 40, 13)",5.0
"(41, 40, 14)",5.0
"(41, 40, 15)",5.0
"(41, 40, 16)",5.0
"(41, 40, 17)",5.0
"(41, 40, 18)",5.0
"(41, 40, 19)",5.0
"(41, 40, 20)",5.0
"(41, 40, 21)",5.0
"(41, 40, 22)",5.0
"(41, 40, 23)",5.0
"(41, 40, 24)",5.0
"(41, 40, 25)",5.0
"(41, 40, 26)",5.0
"(41, 40, 27)",5.0
"(41, 40, 28)",5.0
"(41, 40, 29)",5.0
"(41, 40, 30)",5.0
"(41, 40, 31)",5.0
"(41, 40, 32)",5.0
"(41, 40, 33)",5.0
"(41, 40, 34)",5.0
"(41, 40, 35)",5.0
"(41, 40, 36)",5.0
"(41, 40, 37)",5.0
"(41, 40, 38)",5.0
"(41, 40, 39)",5.0
"(41, 40, 40)",5.0
"(41, 40, 41)",5.0
"(41, 40, 42)",5.0
"(41, 40, 43)",5.0
"(41, 40, 53)",5.0
"(41, 40, 54)",5.0
"(41, 40, 55)",5.0
"(41, 40, 56)",5.0
"(41, 41, 10)",5.0
"(41, 41, 11)",5.0
"(41, 41, 12)",5.0
"(41, 41, 13)",5.0
"(41, 41, 14)",5.0
"(41, 41, 15)",5.0
"(41, 41, 16)",5.0
"(41, 41, 17)",5.0
"(41, 41, 19)",5.0
"(41, 41, 20)",5.0
"(41, 41, 21)",5.0
"(41, 41, 22)",5.0
"(41, 41, 23)",5.0
"(41, 41, 24)",5.0
"(41, 41, 25)",5.0
"(41, 41, 26)",5.0
"(41, 41, 27)",5.0
"(41, 41, 28)",5.0
"(41, 41, 29)",5.0
"(41, 41, 30)",5.0
"(41, 41, 31)",5.0
"(41, 41, 32)",5.0
"(41, 41, 33)",5.0
"(41, 41, 34)",5.0
"(41, 41, 35)",5.0
"(41, 41, 36)",5.0
"(41, 41, 37)",5.0
"(41, 41, 38)",5.0
"(41, 41, 39)",5.0
"(41, 41, 40)",5.0
"(41, 41, 41)",5.0
"(41, 41, 42)",5.0
"(41, 41, 43)",5.0
"(41, 41, 44)",5.0
"(41, 41, 53)",5.0
"(41, 41, 54)",5.0
"(41, 41, 55)",5.0
"(41, 41, 56)",5.0
"(41, 42, 12)",5.0
"(41, 42, 13)",5.0
"(41, 42, 22)",5.0
"(41, 42, 23)",5.0
"(41, 42, 24)",5.0
"(41, 42, 25)",5.0
"(41, 42, 26)",5.0
"(41, 42, 27)",5.0
"(41, 42, 28)",5.0
"(41, 42, 29)",5.0
"(41, 42, 30)",5.0
"(41, 42, 31)",5.0
"(41, 42, 32)",5.0
"(41, 42, 33)",5.0
"(41, 42, 34)",5.0
"(41, 42, 35)",5.0
"(41, 42, 36)",5.0
"(41, 42, 37)",5.0
"(41, 42, 38)",5.0
"(41, 42, 39)",5.0
"(41, 42, 40)",5.0
"(41, 42, 41)",5.0
"(41, 42, 42)",5.0
"(41, 42, 43)",5.0
"(41, 42, 44)",5.0
"(41, 42, 53)",5.0
"(41, 42, 54)",5.0
"(41, 42, 55)",5.0
"(41, 42, 56)",5.0
"(41, 43, 27)",5.0
"(41, 43, 28)",5.0
"(41, 43, 29)",5.0
"(41, 43, 30)",5.0
"(41, 43, 31)",5.0
"(41, 43, 32)",5.0
"(41, 43, 33)",5.0
"(41, 43, 34)",5.0
"(41, 43, 35)",5.0
"(41, 43, 36)",5.0
"(41, 43, 37)",5.0
"(41, 43, 38)",5.0
"(41, 43, 39)",5.0
"(41, 43, 40)",5.0
"(41, 43, 41)",5.0
"(41, 43, 42)",5.0
"(41, 43, 43)",5.0
"(41, 43, 44)",5.0
"(41, 43, 45)",5.0
"(41, 43, 53)",5.0
"(41, 43, 54)",5.0
"(41, 43, 55)",5.0
"(41, 44, 31)",5.0
"(41, 44, 32)",5.0
"(41, 44, 33)",5.0
"(41, 44, 34)",5.0
"(41, 44, 35)",5.0
"(41, 44, 36)",5.0
"(41, 44, 37)",5.0
"(41, 44, 38)",5.0
"(41, 44, 39)",5.0
"(41, 44, 40)",5.0
"(41, 44, 41)",5.0
"(41, 44, 42)",5.0
"(41, 44, 43)",5.0
"(41, 44, 44)",5.0
"(41, 44, 45)",5.0
"(41, 44, 53)",5.0
"(41, 44, 54)",5.0
"(41, 44, 55)",5.0
"(41, 45, 32)",5.0
"(41, 45, 33)",5.0
"(41, 45, 34)",5.0
"(41, 45, 35)",5.0
"(41, 45, 36)",5.0
"(41, 45, 37)",5.0
"(41, 45, 38)",5.0
"(41, 45, 39)",5.0
"(41, 45, 40)",5.0
"(41, 45, 41)",5.0
"(41, 45, 42)",5.0
"(41, 45, 43)",5.0
"(41, 45, 44)",5.0
"(41, 45, 45)",5.0
"(41, 45, 53)",5.0
"(41, 45, 54)",5.0
"(41, 45, 55)",5.0
"(41, 45, 56)",5.0
"(41, 46, 33)",5.0
"(41, 46, 34)",5.0
"(41, 46, 35)",5.0
"(41, 46, 36)",5.0
"(41, 46, 37)",5.0
"(41, 46, 38)",5.0
"(41, 46, 41)",5.0
"(41, 46, 42)",5.0
"(41, 46, 43)",5.0
"(41, 46, 44)",5.0
"(41, 46, 45)",5.0
"(41, 46, 54)",5.0
"(41, 46, 55)",5.0
"(41, 46, 56)",5.0
"(41, 47, 33)",5.0
"(41, 47, 34)",5.0
"(41, 47, 35)",5.0
"(41, 47, 36)",5.0
"(41, 47, 37)",5.0
"(41, 47, 38)",5.0
"(41, 47, 41)",5.0
"(41, 47, 42)",5.0
"(41, 47, 43)",5.0
"(41, 47, 44)",5.0
"(41, 47, 45)",5.0
"(41, 47, 54)",5.0
"(41, 47, 55)",5.0
"(41, 48, 33)",5.0
"(41, 48, 34)",5.0
"(41, 48, 35)",5.0
"(41, 48, 36)",5.0
"(41, 48, 37)",5.0
"(41, 48, 38)",5.0
"(41, 48, 39)",5.0
"(41, 48, 40)",5.0
"(41, 48, 41)",5.0
"(41, 48, 42)",5.0
"(41, 48, 43)",5.0
"(41, 48, 44)",5.0
"(41, 48, 45)",5.0
"(41, 48, 54)",5.0
"(41, 48, 55)",5.0
"(41, 49, 33)",5.0
"(41, 49, 34)",5.0
"(41, 49, 35)",5.0
"(41, 49, 36)",5.0
"(41, 49, 37)",5.0
"(41, 49, 38)",5.0
"(41, 49, 39)",5.0
"(41, 49, 40)",5.0
"(41, 49, 41)",5.0
"(41, 49, 42)",5.0
"(41, 49, 43)",5.0
"(41, 49, 44)",5.0
"(41, 49, 45)",5.0
"(41, 50, 33)",5.0
"(41, 50, 34)",5.0
"(41, 50, 35)",5.0
"(41, 50, 36)",5.0
"(41, 50, 37)",5.0
"(41, 50, 38)",5.0
"(41, 50, 39)",5.0
"(41, 50, 40)",5.0
"(41, 50, 41)",5.0
"(41, 50, 42)",5.0
"(41, 50, 43)",5.0
"(41, 50, 44)",5.0
"(41, 50, 45)",5.0
"(41, 51, 32)",5.0
"(41, 51, 33)",5.0
"(41, 51, 34)",5.0
"(41, 51, 35)",5.0
"(41, 51, 36)",5.0
"(41, 51, 37)",5.0
"(41, 51, 38)",5.0
"(41, 51, 39)",5.0
"(41, 51, 44)",5.0
"(41, 51, 45)",5.0
"(41, 51, 46)",5.0
"(41, 52, 32)",5.0
"(41, 52, 33)",5.0
"(41, 52, 34)",5.0
"(41, 52, 35)",5.0
"(41, 52, 36)",5.0
"(41, 52, 37)",5.0
"(41, 52, 38)",5.0
"(41, 52, 39)",5.0
"(41, 52, 42)",5.0
"(41, 52, 43)",5.0
"(41, 52, 44)",5.0
"(41, 52, 45)",5.0
"(41, 52, 46)",5.0
"(41, 53, 32)",5.0
"(41, 53, 33)",5.0
"(41, 53, 34)",5.0
"(41, 53, 35)",5.0
"(41, 53, 36)",5.0
"(41, 53, 37)",5.0
"(41, 53, 38)",5.0
"(41, 53, 39)",5.0
"(41, 53, 40)",5.0
"(41, 53, 41)",5.0
"(41, 53, 42)",5.0
"(41, 53, 43)",5.0
"(41, 53, 44)",5.0
"(41, 53, 45)",5.0
"(41, 53, 46)",5.0
"(41, 54, 33)",5.0
"(41, 54, 34)",5.0
"(41, 54, 35)",5.0
"(41, 54, 36)",5.0
"(41, 54, 37)",5.0
"(41, 54, 38)",5.0
"(41, 54, 39)",5.0
"(41, 54, 40)",5.0
"(41, 54, 41)",5.0
"(41, 54, 42)",5.0
"(41, 54, 43)",5.0
"(41, 54, 44)",5.0
"(41, 54, 45)",5.0
"(41, 54, 46)",5.0
"(41, 55, 34)",5.0
"(41, 55, 35)",5.0
"(41, 55, 36)",5.0
"(41, 55, 37)",5.0
"(41, 55, 38)",5.0
"(41, 55, 39)",5.0
"(41, 55, 40)",5.0
"(41, 55, 41)",5.0
"(41, 55, 42)",5.0
"(41, 55, 43)",5.0
"(41, 55, 44)",5.0
"(41, 55, 45)",5.0
"(41, 55, 46)",5.0
"(41, 55, 54)",5.0
"(41, 56, 34)",5.0
"(41, 56, 35)",5.0
"(41, 56, 36)",5.0
"(41, 56, 37)",5.0
"(41, 56, 38)",5.0
"(41, 56, 39)",5.0
"(41, 56, 40)",5.0
"(41, 56, 41)",5.0
"(41, 56, 42)",5.0
"(41, 56, 43)",5.0
"(41, 56, 44)",5.0
"(41, 56, 45)",5.0
"(41, 56, 54)",5.0
"(41, 56, 55)",5.0
"(41, 57, 34)",5.0
"(41, 57, 35)",5.0
"(41, 57, 36)",5.0
"(41, 57, 37)",5.0
"(41, 57, 38)",5.0
"(41, 57, 39)",5.0
"(41, 57, 40)",5.0
"(41, 57, 41)",5.0
"(41, 57, 42)",5.0
"(41, 57, 43)",5.0
"(41, 57, 44)",5.0
"(41, 57, 45)",5.0
"(41, 57, 53)",5.0
"(41, 57, 54)",5.0
"(41, 58, 34)",5.0
"(41, 58, 35)",5.0
"(41, 58, 36)",5.0
"(41, 58, 37)",5.0
"(41, 58, 38)",5.0
"(41, 58, 39)",5.0
"(41, 58, 40)",5.0
"(41, 58, 41)",5.0
"(41, 58, 42)",5.0
"(41, 58, 43)",5.0
"(41, 58, 44)",5.0
"(41, 58, 45)",5.0
"(41, 58, 51)",5.0
"(41, 58, 52)",5.0
"(41, 58, 53)",5.0
"(41, 59, 33)",5.0
"(41, 59, 34)",5.0
"(41, 59, 35)",5.0
"(41, 59, 36)",5.0
"(41, 59, 37)",5.0
"(41, 59, 38)",5.0
"(41, 59, 39)",5.0
"(41, 59, 40)",5.0
"(41, 59, 41)",5.0
"(41, 59, 42)",5.0
"(41, 59, 43)",5.0
"(41, 59, 44)",5.0
"(41, 59, 51)",5.0
"(41, 59, 52)",5.0
"(41, 59, 53)",5.0
"(41, 60, 33)",5.0
"(41, 60, 34)",5.0
"(41, 60, 35)",5.0
"(41, 60, 36)",5.0
"(41, 60, 37)",5.0
"(41, 60, 38)",5.0
"(41, 60, 39)",5.0
"(41, 60, 40)",5.0
"(41, 60, 41)",5.0
"(41, 60, 42)",5.0
"(41, 60, 43)",5.0
"(41, 60, 44)",5.0
"(41, 60, 50)",5.0
"(41, 60, 51)",5.0
"(41, 60, 52)",5.0
"(41, 60, 53)",5.0
"(41, 60, 54)",5.0
"(41, 61, 33)",5.0
"(41, 61, 34)",5.0
"(41, 61, 35)",5.0
"(41, 61, 36)",5.0
"(41, 61, 37)",5.0
"(41, 61, 38)",5.0
"(41, 61, 39)",5.0
"(41, 61, 40)",5.0
"(41, 61, 41)",5.0
"(41, 61, 42)",5.0
"(41, 61, 43)",5.0
"(41, 61, 49)",5.0
"(41, 61, 50)",5.0
"(41, 61, 51)",5.0
"(41, 61, 52)",5.0
"(41, 61, 53)",5.0
"(41, 61, 54)",5.0
"(41, 62, 34)",5.0
"(41, 62, 35)",5.0
"(41, 62, 36)",5.0
"(41, 62, 37)",5.0
"(41, 62, 38)",5.0
"(41, 62, 39)",5.0
"(41, 62, 40)",5.0
"(41, 62, 41)",5.0
"(41, 62, 42)",5.0
"(41, 62, 43)",5.0
"(41, 62, 48)",5.0
"(41, 62, 49)",5.0
"(41, 62, 50)",5.0
"(41, 62, 51)",5.0
"(41, 62, 52)",5.0
"(41, 62, 53)",5.0
"(41, 63, 35)",5.0
"(41, 63, 36)",5.0
"(41, 63, 37)",5.0
"(41, 63, 38)",5.0
"(41, 63, 39)",5.0
"(41, 63, 40)",5.0
"(41, 63, 41)",5.0
"(41, 63, 42)",5.0
"(41, 63, 47)",5.0
"(41, 63, 48)",5.0
"(41, 63, 49)",5.0
"(41, 63, 50)",5.0
"(41, 63, 51)",5.0
"(41, 63, 52)",5.0
"(41, 63, 53)",5.0
"(41, 64, 36)",5.0
"(41, 64, 37)",5.0
"(41, 64, 38)",5.0
"(41, 64, 39)",5.0
"(41, 64, 40)",5.0
"(41, 64, 41)",5.0
"(41, 64, 42)",5.0
"(41, 64, 46)",5.0
"(41, 64, 47)",5.0
"(41, 64, 48)",5.0
"(41, 64, 49)",5.0
"(41, 64, 50)",5.0
"(41, 64, 51)",5.0
"(41, 64, 52)",5.0
"(41, 64, 53)",5.0
"(41, 65, 44)",5.0
"(41, 65, 45)",5.0
"(41, 65, 46)",5.0
"(41, 65, 47)",5.0
"(41, 65, 48)",5.0
"(41, 65, 49)",5.0
"(41, 65, 50)",5.0
"(41, 65, 51)",5.0
"(41, 65, 52)",5.0
"(41, 65, 53)",5.0
"(41, 66, 42)",5.0
"(41, 66, 43)",5.0
"(41, 66, 44)",5.0
"(41, 66, 45)",5.0
"(41, 66, 46)",5.0
"(41, 66, 47)",5.0
"(41, 66, 48)",5.0
"(41, 66, 49)",5.0
"(41, 66, 50)",5.0
"(41, 66, 51)",5.0
"(41, 66, 52)",5.0
"(41, 66, 53)",5.0
"(41, 67, 32)",5.0
"(41, 67, 33)",5.0
"(41, 67, 34)",5.0
"(41, 67, 40)",5.0
