Voxel,Best_Alpha
"(40, 74, 39)",5.0
"(40, 74, 40)",5.0
"(40, 74, 41)",5.0
"(40, 74, 42)",5.0
"(40, 74, 43)",5.0
"(40, 74, 44)",5.0
"(40, 74, 45)",5.0
"(40, 74, 46)",5.0
"(40, 74, 47)",5.0
"(40, 74, 48)",5.0
"(40, 74, 49)",5.0
"(40, 74, 50)",5.0
"(40, 74, 51)",5.0
"(40, 74, 52)",5.0
"(40, 74, 53)",5.0
"(40, 75, 29)",5.0
"(40, 75, 30)",5.0
"(40, 75, 31)",5.0
"(40, 75, 32)",5.0
"(40, 75, 33)",5.0
"(40, 75, 34)",5.0
"(40, 75, 35)",5.0
"(40, 75, 36)",5.0
"(40, 75, 37)",5.0
"(40, 75, 38)",5.0
"(40, 75, 39)",5.0
"(40, 75, 40)",5.0
"(40, 75, 41)",5.0
"(40, 75, 42)",5.0
"(40, 75, 43)",5.0
"(40, 75, 44)",5.0
"(40, 75, 45)",5.0
"(40, 75, 46)",5.0
"(40, 75, 47)",5.0
"(40, 75, 48)",5.0
"(40, 75, 49)",5.0
"(40, 75, 50)",5.0
"(40, 75, 51)",5.0
"(40, 75, 52)",5.0
"(40, 75, 53)",5.0
"(40, 76, 29)",5.0
"(40, 76, 30)",5.0
"(40, 76, 31)",5.0
"(40, 76, 32)",5.0
"(40, 76, 33)",5.0
"(40, 76, 34)",5.0
"(40, 76, 35)",5.0
"(40, 76, 36)",5.0
"(40, 76, 37)",5.0
"(40, 76, 38)",5.0
"(40, 76, 39)",5.0
"(40, 76, 40)",5.0
"(40, 76, 41)",5.0
"(40, 76, 42)",5.0
"(40, 76, 43)",5.0
"(40, 76, 44)",5.0
"(40, 76, 45)",5.0
"(40, 76, 46)",5.0
"(40, 76, 47)",5.0
"(40, 76, 48)",5.0
"(40, 76, 49)",5.0
"(40, 76, 50)",5.0
"(40, 76, 51)",5.0
"(40, 76, 52)",5.0
"(40, 76, 53)",5.0
"(40, 76, 54)",5.0
"(40, 76, 55)",5.0
"(40, 76, 56)",5.0
"(40, 76, 57)",5.0
"(40, 77, 29)",5.0
"(40, 77, 30)",5.0
"(40, 77, 31)",5.0
"(40, 77, 32)",5.0
"(40, 77, 33)",5.0
"(40, 77, 34)",5.0
"(40, 77, 35)",5.0
"(40, 77, 36)",5.0
"(40, 77, 37)",5.0
"(40, 77, 38)",5.0
"(40, 77, 39)",5.0
"(40, 77, 40)",5.0
"(40, 77, 41)",5.0
"(40, 77, 42)",5.0
"(40, 77, 43)",5.0
"(40, 77, 44)",5.0
"(40, 77, 45)",5.0
"(40, 77, 46)",5.0
"(40, 77, 47)",5.0
"(40, 77, 48)",5.0
"(40, 77, 49)",5.0
"(40, 77, 50)",5.0
"(40, 77, 51)",5.0
"(40, 77, 52)",5.0
"(40, 77, 53)",5.0
"(40, 77, 54)",5.0
"(40, 77, 55)",5.0
"(40, 77, 56)",5.0
"(40, 77, 57)",5.0
"(40, 78, 29)",5.0
"(40, 78, 30)",5.0
"(40, 78, 31)",5.0
"(40, 78, 32)",5.0
"(40, 78, 33)",5.0
"(40, 78, 34)",5.0
"(40, 78, 35)",5.0
"(40, 78, 36)",5.0
"(40, 78, 37)",5.0
"(40, 78, 38)",5.0
"(40, 78, 39)",5.0
"(40, 78, 40)",5.0
"(40, 78, 41)",5.0
"(40, 78, 42)",5.0
"(40, 78, 43)",5.0
"(40, 78, 44)",5.0
"(40, 78, 45)",5.0
"(40, 78, 46)",5.0
"(40, 78, 47)",5.0
"(40, 78, 48)",5.0
"(40, 78, 49)",5.0
"(40, 78, 50)",5.0
"(40, 78, 51)",5.0
"(40, 78, 52)",5.0
"(40, 78, 53)",5.0
"(40, 78, 54)",5.0
"(40, 78, 55)",5.0
"(40, 78, 56)",5.0
"(40, 79, 30)",5.0
"(40, 79, 31)",5.0
"(40, 79, 32)",5.0
"(40, 79, 33)",5.0
"(40, 79, 34)",5.0
"(40, 79, 35)",5.0
"(40, 79, 36)",5.0
"(40, 79, 37)",5.0
"(40, 79, 38)",5.0
"(40, 79, 39)",5.0
"(40, 79, 40)",5.0
"(40, 79, 41)",5.0
"(40, 79, 42)",5.0
"(40, 79, 43)",5.0
"(40, 79, 44)",5.0
"(40, 79, 45)",5.0
"(40, 79, 46)",5.0
"(40, 79, 47)",5.0
"(40, 79, 48)",5.0
"(40, 79, 49)",5.0
"(40, 79, 50)",5.0
"(40, 79, 51)",5.0
"(40, 79, 52)",5.0
"(40, 79, 53)",5.0
"(40, 79, 54)",5.0
"(40, 80, 34)",5.0
"(40, 80, 35)",5.0
"(40, 80, 36)",5.0
"(40, 80, 37)",5.0
"(40, 80, 38)",5.0
"(40, 80, 39)",5.0
"(40, 80, 40)",5.0
"(40, 80, 41)",5.0
"(40, 80, 42)",5.0
"(40, 80, 43)",5.0
"(40, 80, 44)",5.0
"(40, 80, 45)",5.0
"(40, 80, 46)",5.0
"(40, 80, 47)",5.0
"(40, 80, 48)",5.0
"(40, 80, 49)",5.0
"(40, 80, 50)",5.0
"(40, 80, 51)",5.0
"(40, 80, 52)",5.0
"(40, 80, 53)",5.0
"(40, 81, 37)",5.0
"(40, 81, 38)",5.0
"(40, 81, 39)",5.0
"(40, 81, 40)",5.0
"(40, 81, 41)",5.0
"(40, 81, 42)",5.0
"(40, 81, 43)",5.0
"(40, 81, 44)",5.0
"(40, 81, 45)",5.0
"(40, 81, 46)",5.0
"(40, 81, 47)",5.0
"(40, 81, 48)",5.0
"(40, 81, 49)",5.0
"(40, 81, 50)",5.0
"(40, 81, 51)",5.0
"(40, 81, 52)",5.0
"(40, 82, 40)",5.0
"(40, 82, 41)",5.0
"(40, 82, 42)",5.0
"(40, 82, 43)",5.0
"(40, 82, 44)",5.0
"(40, 82, 45)",5.0
"(40, 82, 46)",5.0
"(40, 82, 47)",5.0
"(40, 82, 48)",5.0
"(40, 82, 49)",5.0
"(40, 82, 50)",5.0
"(40, 83, 43)",5.0
"(40, 83, 44)",5.0
"(40, 83, 45)",5.0
"(40, 83, 46)",5.0
"(40, 83, 47)",5.0
"(40, 83, 48)",5.0
"(41, 6, 37)",5.0
"(41, 6, 38)",5.0
"(41, 6, 39)",5.0
"(41, 7, 36)",5.0
"(41, 7, 37)",5.0
"(41, 7, 38)",5.0
"(41, 7, 39)",5.0
"(41, 7, 40)",5.0
"(41, 7, 41)",5.0
"(41, 7, 42)",5.0
"(41, 7, 43)",5.0
"(41, 8, 35)",5.0
"(41, 8, 36)",5.0
"(41, 8, 40)",5.0
"(41, 8, 41)",5.0
"(41, 8, 42)",5.0
"(41, 8, 43)",5.0
"(41, 8, 44)",5.0
"(41, 9, 35)",5.0
"(41, 9, 36)",5.0
"(41, 9, 37)",5.0
"(41, 9, 39)",5.0
"(41, 9, 40)",5.0
"(41, 9, 41)",5.0
"(41, 9, 42)",5.0
"(41, 9, 43)",5.0
"(41, 9, 44)",5.0
"(41, 9, 45)",5.0
"(41, 9, 46)",5.0
"(41, 10, 35)",5.0
"(41, 10, 36)",5.0
"(41, 10, 37)",5.0
"(41, 10, 38)",5.0
"(41, 10, 39)",5.0
"(41, 10, 40)",5.0
"(41, 10, 41)",5.0
"(41, 10, 42)",5.0
"(41, 10, 43)",5.0
"(41, 10, 44)",5.0
"(41, 10, 45)",5.0
"(41, 10, 46)",5.0
"(41, 10, 47)",5.0
"(41, 10, 48)",5.0
"(41, 11, 35)",5.0
"(41, 11, 36)",5.0
"(41, 11, 37)",5.0
"(41, 11, 38)",5.0
"(41, 11, 39)",5.0
"(41, 11, 40)",5.0
"(41, 11, 41)",5.0
"(41, 11, 42)",5.0
"(41, 11, 43)",5.0
"(41, 11, 44)",5.0
"(41, 11, 45)",5.0
"(41, 11, 46)",5.0
"(41, 11, 47)",5.0
"(41, 11, 48)",5.0
"(41, 11, 49)",5.0
"(41, 12, 34)",5.0
"(41, 12, 35)",5.0
"(41, 12, 36)",5.0
"(41, 12, 37)",5.0
"(41, 12, 38)",5.0
"(41, 12, 39)",5.0
"(41, 12, 40)",5.0
"(41, 12, 41)",5.0
"(41, 12, 42)",5.0
"(41, 12, 43)",5.0
"(41, 12, 44)",5.0
"(41, 12, 45)",5.0
"(41, 12, 46)",5.0
"(41, 12, 47)",5.0
"(41, 12, 48)",5.0
"(41, 12, 49)",5.0
"(41, 12, 50)",5.0
"(41, 13, 36)",5.0
"(41, 13, 37)",5.0
"(41, 13, 38)",5.0
"(41, 13, 39)",5.0
"(41, 13, 40)",5.0
"(41, 13, 41)",5.0
"(41, 13, 42)",5.0
"(41, 13, 43)",5.0
"(41, 13, 44)",5.0
"(41, 13, 45)",5.0
"(41, 13, 46)",5.0
"(41, 13, 47)",5.0
"(41, 13, 48)",5.0
"(41, 13, 49)",5.0
"(41, 13, 50)",5.0
"(41, 13, 51)",5.0
"(41, 14, 20)",5.0
"(41, 14, 21)",5.0
"(41, 14, 37)",5.0
"(41, 14, 38)",5.0
"(41, 14, 39)",5.0
"(41, 14, 40)",5.0
"(41, 14, 41)",5.0
"(41, 14, 43)",5.0
"(41, 14, 44)",5.0
"(41, 14, 45)",5.0
"(41, 14, 46)",5.0
"(41, 14, 47)",5.0
"(41, 14, 48)",5.0
"(41, 14, 49)",5.0
"(41, 14, 50)",5.0
"(41, 14, 51)",5.0
"(41, 14, 52)",5.0
"(41, 15, 18)",5.0
"(41, 15, 19)",5.0
"(41, 15, 20)",5.0
"(41, 15, 21)",5.0
"(41, 15, 22)",5.0
"(41, 15, 36)",5.0
"(41, 15, 37)",5.0
"(41, 15, 38)",5.0
"(41, 15, 39)",5.0
"(41, 15, 40)",5.0
"(41, 15, 41)",5.0
"(41, 15, 44)",5.0
"(41, 15, 45)",5.0
"(41, 15, 46)",5.0
"(41, 15, 47)",5.0
"(41, 15, 48)",5.0
"(41, 15, 49)",5.0
"(41, 15, 50)",5.0
"(41, 15, 51)",5.0
"(41, 15, 52)",5.0
"(41, 15, 53)",5.0
"(41, 15, 54)",5.0
"(41, 16, 17)",5.0
"(41, 16, 18)",5.0
"(41, 16, 19)",5.0
"(41, 16, 20)",5.0
"(41, 16, 21)",5.0
"(41, 16, 22)",5.0
"(41, 16, 35)",5.0
"(41, 16, 36)",5.0
"(41, 16, 37)",5.0
"(41, 16, 38)",5.0
"(41, 16, 39)",5.0
"(41, 16, 40)",5.0
"(41, 16, 41)",5.0
"(41, 16, 42)",5.0
"(41, 16, 43)",5.0
"(41, 16, 44)",5.0
"(41, 16, 45)",5.0
"(41, 16, 46)",5.0
"(41, 16, 47)",5.0
"(41, 16, 48)",5.0
"(41, 16, 49)",5.0
"(41, 16, 50)",5.0
"(41, 16, 51)",5.0
"(41, 16, 52)",5.0
"(41, 16, 53)",5.0
"(41, 16, 54)",5.0
"(41, 16, 55)",5.0
"(41, 17, 15)",5.0
"(41, 17, 16)",5.0
"(41, 17, 17)",5.0
"(41, 17, 18)",5.0
"(41, 17, 19)",5.0
"(41, 17, 20)",5.0
"(41, 17, 21)",5.0
"(41, 17, 22)",5.0
"(41, 17, 23)",5.0
"(41, 17, 34)",5.0
"(41, 17, 35)",5.0
"(41, 17, 36)",5.0
"(41, 17, 37)",5.0
"(41, 17, 38)",5.0
"(41, 17, 39)",5.0
"(41, 17, 40)",5.0
"(41, 17, 41)",5.0
"(41, 17, 42)",5.0
"(41, 17, 43)",5.0
"(41, 17, 44)",5.0
"(41, 17, 45)",5.0
"(41, 17, 46)",5.0
"(41, 17, 47)",5.0
"(41, 17, 48)",5.0
"(41, 17, 49)",5.0
"(41, 17, 50)",5.0
"(41, 17, 51)",5.0
"(41, 17, 52)",5.0
"(41, 17, 53)",5.0
"(41, 17, 54)",5.0
"(41, 17, 55)",5.0
"(41, 17, 56)",5.0
"(41, 17, 57)",5.0
"(41, 18, 13)",5.0
"(41, 18, 14)",5.0
"(41, 18, 15)",5.0
"(41, 18, 16)",5.0
"(41, 18, 17)",5.0
"(41, 18, 18)",5.0
"(41, 18, 19)",5.0
"(41, 18, 20)",5.0
"(41, 18, 21)",5.0
"(41, 18, 22)",5.0
"(41, 18, 23)",5.0
"(41, 18, 24)",5.0
"(41, 18, 30)",5.0
"(41, 18, 31)",5.0
"(41, 18, 33)",5.0
"(41, 18, 34)",5.0
"(41, 18, 35)",5.0
"(41, 18, 36)",5.0
"(41, 18, 37)",5.0
"(41, 18, 38)",5.0
"(41, 18, 39)",5.0
"(41, 18, 40)",5.0
"(41, 18, 41)",5.0
"(41, 18, 42)",5.0
"(41, 18, 43)",5.0
"(41, 18, 44)",5.0
"(41, 18, 45)",5.0
"(41, 18, 46)",5.0
"(41, 18, 47)",5.0
"(41, 18, 48)",5.0
"(41, 18, 49)",5.0
"(41, 18, 50)",5.0
"(41, 18, 51)",5.0
"(41, 18, 52)",5.0
"(41, 18, 53)",5.0
"(41, 18, 54)",5.0
"(41, 18, 55)",5.0
"(41, 18, 56)",5.0
"(41, 18, 57)",5.0
"(41, 18, 58)",5.0
"(41, 19, 12)",5.0
"(41, 19, 13)",5.0
"(41, 19, 14)",5.0
"(41, 19, 15)",5.0
"(41, 19, 16)",5.0
"(41, 19, 17)",5.0
"(41, 19, 18)",5.0
"(41, 19, 19)",5.0
"(41, 19, 20)",5.0
"(41, 19, 21)",5.0
"(41, 19, 22)",5.0
"(41, 19, 23)",5.0
"(41, 19, 24)",5.0
"(41, 19, 25)",5.0
"(41, 19, 26)",5.0
"(41, 19, 30)",5.0
"(41, 19, 31)",5.0
"(41, 19, 34)",5.0
"(41, 19, 35)",5.0
"(41, 19, 36)",5.0
"(41, 19, 37)",5.0
"(41, 19, 38)",5.0
"(41, 19, 39)",5.0
"(41, 19, 40)",5.0
"(41, 19, 41)",5.0
"(41, 19, 42)",5.0
"(41, 19, 43)",5.0
"(41, 19, 44)",5.0
"(41, 19, 45)",5.0
"(41, 19, 46)",5.0
"(41, 19, 47)",5.0
"(41, 19, 48)",5.0
"(41, 19, 49)",5.0
"(41, 19, 50)",5.0
"(41, 19, 51)",5.0
"(41, 19, 52)",5.0
"(41, 19, 53)",5.0
"(41, 19, 54)",5.0
"(41, 19, 55)",5.0
"(41, 19, 56)",5.0
"(41, 19, 57)",5.0
"(41, 19, 58)",5.0
"(41, 19, 59)",5.0
"(41, 20, 11)",5.0
"(41, 20, 12)",5.0
"(41, 20, 13)",5.0
"(41, 20, 14)",5.0
"(41, 20, 15)",5.0
"(41, 20, 16)",5.0
"(41, 20, 17)",5.0
"(41, 20, 18)",5.0
"(41, 20, 19)",5.0
"(41, 20, 20)",5.0
"(41, 20, 21)",5.0
"(41, 20, 22)",5.0
"(41, 20, 23)",5.0
"(41, 20, 24)",5.0
"(41, 20, 25)",5.0
"(41, 20, 26)",5.0
"(41, 20, 30)",5.0
"(41, 20, 31)",5.0
"(41, 20, 32)",5.0
"(41, 20, 35)",5.0
"(41, 20, 36)",5.0
"(41, 20, 37)",5.0
"(41, 20, 38)",5.0
"(41, 20, 39)",5.0
"(41, 20, 40)",5.0
"(41, 20, 41)",5.0
"(41, 20, 42)",5.0
"(41, 20, 43)",5.0
"(41, 20, 44)",5.0
"(41, 20, 45)",5.0
"(41, 20, 46)",5.0
"(41, 20, 47)",5.0
"(41, 20, 48)",5.0
"(41, 20, 49)",5.0
"(41, 20, 50)",5.0
"(41, 20, 51)",5.0
"(41, 20, 52)",5.0
"(41, 20, 53)",5.0
"(41, 20, 54)",5.0
"(41, 20, 55)",5.0
"(41, 20, 56)",5.0
"(41, 20, 57)",5.0
"(41, 20, 58)",5.0
"(41, 20, 59)",5.0
"(41, 20, 60)",5.0
"(41, 21, 10)",5.0
"(41, 21, 11)",5.0
"(41, 21, 12)",5.0
"(41, 21, 13)",5.0
"(41, 21, 14)",5.0
"(41, 21, 15)",5.0
"(41, 21, 16)",5.0
"(41, 21, 17)",5.0
"(41, 21, 18)",5.0
"(41, 21, 19)",5.0
"(41, 21, 20)",5.0
"(41, 21, 21)",5.0
"(41, 21, 22)",5.0
"(41, 21, 23)",5.0
"(41, 21, 24)",5.0
"(41, 21, 25)",5.0
"(41, 21, 26)",5.0
"(41, 21, 27)",5.0
"(41, 21, 31)",5.0
"(41, 21, 32)",5.0
"(41, 21, 33)",5.0
"(41, 21, 34)",5.0
"(41, 21, 35)",5.0
"(41, 21, 36)",5.0
"(41, 21, 37)",5.0
"(41, 21, 38)",5.0
"(41, 21, 39)",5.0
"(41, 21, 40)",5.0
"(41, 21, 41)",5.0
"(41, 21, 42)",5.0
"(41, 21, 43)",5.0
"(41, 21, 44)",5.0
"(41, 21, 45)",5.0
"(41, 21, 46)",5.0
"(41, 21, 47)",5.0
"(41, 21, 48)",5.0
"(41, 21, 49)",5.0
"(41, 21, 50)",5.0
"(41, 21, 51)",5.0
"(41, 21, 52)",5.0
"(41, 21, 53)",5.0
"(41, 21, 54)",5.0
"(41, 21, 55)",5.0
"(41, 21, 56)",5.0
"(41, 21, 57)",5.0
"(41, 21, 58)",5.0
"(41, 21, 59)",5.0
"(41, 21, 60)",5.0
"(41, 21, 61)",5.0
"(41, 22, 10)",5.0
"(41, 22, 11)",5.0
"(41, 22, 12)",5.0
"(41, 22, 13)",5.0
"(41, 22, 14)",5.0
"(41, 22, 15)",5.0
"(41, 22, 16)",5.0
"(41, 22, 17)",5.0
"(41, 22, 18)",5.0
"(41, 22, 19)",5.0
"(41, 22, 20)",5.0
"(41, 22, 21)",5.0
"(41, 22, 22)",5.0
"(41, 22, 23)",5.0
"(41, 22, 24)",5.0
"(41, 22, 25)",5.0
"(41, 22, 26)",5.0
"(41, 22, 27)",5.0
"(41, 22, 31)",5.0
"(41, 22, 32)",5.0
"(41, 22, 33)",5.0
"(41, 22, 34)",5.0
"(41, 22, 35)",5.0
"(41, 22, 36)",5.0
"(41, 22, 37)",5.0
"(41, 22, 38)",5.0
"(41, 22, 39)",5.0
"(41, 22, 40)",5.0
"(41, 22, 41)",5.0
"(41, 22, 42)",5.0
"(41, 22, 43)",5.0
"(41, 22, 44)",5.0
"(41, 22, 45)",5.0
"(41, 22, 46)",5.0
"(41, 22, 47)",5.0
"(41, 22, 48)",5.0
"(41, 22, 49)",5.0
"(41, 22, 50)",5.0
"(41, 22, 51)",5.0
"(41, 22, 52)",5.0
"(41, 22, 53)",5.0
"(41, 22, 54)",5.0
"(41, 22, 55)",5.0
"(41, 22, 56)",5.0
"(41, 22, 57)",5.0
"(41, 22, 58)",5.0
"(41, 22, 59)",5.0
"(41, 22, 60)",5.0
"(41, 22, 61)",5.0
"(41, 22, 62)",5.0
"(41, 23, 9)",5.0
"(41, 23, 10)",5.0
"(41, 23, 11)",5.0
"(41, 23, 12)",5.0
"(41, 23, 13)",5.0
"(41, 23, 14)",5.0
"(41, 23, 15)",5.0
"(41, 23, 16)",5.0
"(41, 23, 17)",5.0
"(41, 23, 18)",5.0
"(41, 23, 19)",5.0
"(41, 23, 20)",5.0
"(41, 23, 21)",5.0
"(41, 23, 22)",5.0
"(41, 23, 23)",5.0
"(41, 23, 24)",5.0
"(41, 23, 25)",5.0
"(41, 23, 26)",5.0
"(41, 23, 27)",5.0
"(41, 23, 28)",5.0
"(41, 23, 32)",5.0
"(41, 23, 33)",5.0
"(41, 23, 34)",5.0
"(41, 23, 35)",5.0
"(41, 23, 36)",5.0
"(41, 23, 37)",5.0
"(41, 23, 38)",5.0
"(41, 23, 39)",5.0
"(41, 23, 40)",5.0
"(41, 23, 41)",5.0
"(41, 23, 42)",5.0
"(41, 23, 43)",5.0
"(41, 23, 44)",5.0
"(41, 23, 45)",5.0
"(41, 23, 46)",5.0
"(41, 23, 47)",5.0
"(41, 23, 48)",5.0
"(41, 23, 49)",5.0
"(41, 23, 50)",5.0
"(41, 23, 51)",5.0
"(41, 23, 52)",5.0
"(41, 23, 53)",5.0
"(41, 23, 54)",5.0
"(41, 23, 55)",5.0
"(41, 23, 56)",5.0
"(41, 23, 57)",5.0
"(41, 23, 58)",5.0
"(41, 23, 59)",5.0
"(41, 23, 60)",5.0
"(41, 23, 61)",5.0
"(41, 23, 62)",5.0
"(41, 23, 63)",5.0
"(41, 24, 9)",5.0
"(41, 24, 10)",5.0
"(41, 24, 11)",5.0
"(41, 24, 12)",5.0
"(41, 24, 13)",5.0
"(41, 24, 14)",5.0
"(41, 24, 15)",5.0
"(41, 24, 16)",5.0
"(41, 24, 17)",5.0
"(41, 24, 18)",5.0
"(41, 24, 19)",5.0
"(41, 24, 20)",5.0
"(41, 24, 21)",5.0
"(41, 24, 22)",5.0
"(41, 24, 23)",5.0
"(41, 24, 24)",5.0
"(41, 24, 25)",5.0
"(41, 24, 26)",5.0
"(41, 24, 27)",5.0
"(41, 24, 28)",5.0
"(41, 24, 29)",5.0
"(41, 24, 32)",5.0
"(41, 24, 33)",5.0
"(41, 24, 34)",5.0
"(41, 24, 35)",5.0
"(41, 24, 36)",5.0
"(41, 24, 37)",5.0
"(41, 24, 38)",5.0
"(41, 24, 39)",5.0
"(41, 24, 40)",5.0
"(41, 24, 41)",5.0
"(41, 24, 42)",5.0
"(41, 24, 43)",5.0
"(41, 24, 44)",5.0
"(41, 24, 45)",5.0
"(41, 24, 46)",5.0
"(41, 24, 47)",5.0
"(41, 24, 48)",5.0
"(41, 24, 49)",5.0
"(41, 24, 50)",5.0
"(41, 24, 51)",5.0
"(41, 24, 52)",5.0
"(41, 24, 53)",5.0
"(41, 24, 54)",5.0
"(41, 24, 55)",5.0
"(41, 24, 56)",5.0
"(41, 24, 57)",5.0
"(41, 24, 58)",5.0
"(41, 24, 59)",5.0
"(41, 24, 60)",5.0
"(41, 24, 61)",5.0
"(41, 24, 62)",5.0
"(41, 24, 63)",5.0
"(41, 25, 9)",5.0
"(41, 25, 10)",5.0
"(41, 25, 11)",5.0
"(41, 25, 12)",5.0
"(41, 25, 13)",5.0
"(41, 25, 14)",5.0
"(41, 25, 15)",5.0
"(41, 25, 16)",5.0
"(41, 25, 17)",5.0
"(41, 25, 18)",5.0
"(41, 25, 19)",5.0
"(41, 25, 20)",5.0
"(41, 25, 21)",5.0
"(41, 25, 22)",5.0
"(41, 25, 23)",5.0
"(41, 25, 24)",5.0
"(41, 25, 25)",5.0
"(41, 25, 26)",5.0
"(41, 25, 27)",5.0
"(41, 25, 28)",5.0
"(41, 25, 29)",5.0
"(41, 25, 33)",5.0
"(41, 25, 34)",5.0
"(41, 25, 35)",5.0
"(41, 25, 36)",5.0
"(41, 25, 37)",5.0
"(41, 25, 38)",5.0
"(41, 25, 39)",5.0
"(41, 25, 40)",5.0
"(41, 25, 41)",5.0
"(41, 25, 42)",5.0
"(41, 25, 43)",5.0
"(41, 25, 44)",5.0
"(41, 25, 45)",5.0
"(41, 25, 46)",5.0
"(41, 25, 47)",5.0
"(41, 25, 48)",5.0
"(41, 25, 49)",5.0
"(41, 25, 50)",5.0
"(41, 25, 51)",5.0
"(41, 25, 52)",5.0
"(41, 25, 53)",5.0
"(41, 25, 54)",5.0
"(41, 25, 55)",5.0
"(41, 25, 56)",5.0
"(41, 25, 57)",5.0
"(41, 25, 58)",5.0
"(41, 25, 59)",5.0
"(41, 25, 60)",5.0
"(41, 25, 61)",5.0
"(41, 25, 62)",5.0
"(41, 25, 63)",5.0
"(41, 25, 64)",5.0
"(41, 26, 8)",5.0
"(41, 26, 9)",5.0
"(41, 26, 10)",5.0
"(41, 26, 11)",5.0
"(41, 26, 12)",5.0
"(41, 26, 13)",5.0
"(41, 26, 14)",5.0
"(41, 26, 15)",5.0
"(41, 26, 16)",5.0
"(41, 26, 17)",5.0
"(41, 26, 18)",5.0
"(41, 26, 19)",5.0
"(41, 26, 20)",5.0
"(41, 26, 21)",5.0
"(41, 26, 22)",5.0
"(41, 26, 23)",5.0
"(41, 26, 24)",5.0
"(41, 26, 25)",5.0
"(41, 26, 26)",5.0
"(41, 26, 27)",5.0
"(41, 26, 28)",5.0
"(41, 26, 29)",5.0
"(41, 26, 30)",5.0
"(41, 26, 33)",5.0
"(41, 26, 34)",5.0
"(41, 26, 35)",5.0
"(41, 26, 36)",5.0
"(41, 26, 37)",5.0
"(41, 26, 38)",5.0
"(41, 26, 39)",5.0
"(41, 26, 40)",5.0
"(41, 26, 41)",5.0
"(41, 26, 42)",5.0
"(41, 26, 43)",5.0
"(41, 26, 44)",5.0
"(41, 26, 45)",5.0
"(41, 26, 46)",5.0
"(41, 26, 47)",5.0
"(41, 26, 48)",5.0
"(41, 26, 49)",5.0
"(41, 26, 50)",5.0
"(41, 26, 51)",5.0
"(41, 26, 52)",5.0
"(41, 26, 53)",5.0
"(41, 26, 54)",5.0
"(41, 26, 55)",5.0
"(41, 26, 56)",5.0
"(41, 26, 57)",5.0
"(41, 26, 58)",5.0
"(41, 26, 59)",5.0
"(41, 26, 60)",5.0
"(41, 26, 61)",5.0
"(41, 26, 62)",5.0
"(41, 26, 63)",5.0
"(41, 26, 64)",5.0
"(41, 26, 65)",5.0
"(41, 27, 8)",5.0
"(41, 27, 9)",5.0
"(41, 27, 10)",5.0
"(41, 27, 11)",5.0
"(41, 27, 12)",5.0
"(41, 27, 13)",5.0
"(41, 27, 14)",5.0
"(41, 27, 15)",5.0
"(41, 27, 16)",5.0
"(41, 27, 17)",5.0
"(41, 27, 18)",5.0
"(41, 27, 19)",5.0
"(41, 27, 20)",5.0
"(41, 27, 21)",5.0
"(41, 27, 22)",5.0
"(41, 27, 23)",5.0
"(41, 27, 24)",5.0
"(41, 27, 25)",5.0
"(41, 27, 26)",5.0
"(41, 27, 27)",5.0
"(41, 27, 28)",5.0
"(41, 27, 29)",5.0
"(41, 27, 30)",5.0
"(41, 27, 34)",5.0
"(41, 27, 35)",5.0
"(41, 27, 36)",5.0
"(41, 27, 37)",5.0
"(41, 27, 38)",5.0
"(41, 27, 39)",5.0
"(41, 27, 40)",5.0
"(41, 27, 41)",5.0
"(41, 27, 42)",5.0
"(41, 27, 43)",5.0
"(41, 27, 44)",5.0
"(41, 27, 45)",5.0
"(41, 27, 46)",5.0
"(41, 27, 47)",5.0
"(41, 27, 48)",5.0
"(41, 27, 49)",5.0
"(41, 27, 50)",5.0
"(41, 27, 51)",5.0
"(41, 27, 52)",5.0
"(41, 27, 53)",5.0
"(41, 27, 54)",5.0
"(41, 27, 55)",5.0
"(41, 27, 56)",5.0
"(41, 27, 57)",5.0
"(41, 27, 58)",5.0
"(41, 27, 59)",5.0
"(41, 27, 60)",5.0
"(41, 27, 61)",5.0
"(41, 27, 62)",5.0
"(41, 27, 63)",5.0
"(41, 27, 64)",5.0
"(41, 27, 65)",5.0
"(41, 27, 66)",5.0
"(41, 28, 7)",5.0
"(41, 28, 8)",5.0
"(41, 28, 9)",5.0
"(41, 28, 10)",5.0
"(41, 28, 11)",5.0
"(41, 28, 12)",5.0
"(41, 28, 13)",5.0
"(41, 28, 14)",5.0
"(41, 28, 15)",5.0
"(41, 28, 16)",5.0
"(41, 28, 17)",5.0
"(41, 28, 19)",5.0
"(41, 28, 20)",5.0
"(41, 28, 21)",5.0
"(41, 28, 22)",5.0
"(41, 28, 23)",5.0
"(41, 28, 24)",5.0
"(41, 28, 25)",5.0
"(41, 28, 26)",5.0
"(41, 28, 27)",5.0
"(41, 28, 28)",5.0
"(41, 28, 29)",5.0
"(41, 28, 30)",5.0
"(41, 28, 31)",5.0
"(41, 28, 35)",5.0
"(41, 28, 36)",5.0
"(41, 28, 37)",5.0
"(41, 28, 38)",5.0
"(41, 28, 39)",5.0
"(41, 28, 40)",5.0
"(41, 28, 41)",5.0
"(41, 28, 42)",5.0
"(41, 28, 43)",5.0
"(41, 28, 44)",5.0
"(41, 28, 45)",5.0
"(41, 28, 46)",5.0
"(41, 28, 47)",5.0
"(41, 28, 48)",5.0
"(41, 28, 49)",5.0
"(41, 28, 50)",5.0
"(41, 28, 51)",5.0
